user_id,assessment_no,actual_category,predicted_category,abs_difference
477734,3,4,5,1
477734,4,2,2,0
477734,5,5,5,0
477734,6,4,3,1
477734,7,3,3,0
477734,8,2,-1,3
477734,9,5,5,0
477734,10,3,3,0
477734,11,4,5,1
477835,2,2,2,0
477835,3,2,5,3
477835,4,1,2,1
477835,5,5,5,0
477835,6,3,2,1
477835,7,4,2,2
477835,8,-1,4,5
478317,2,1,2,1
478317,3,5,5,0
478317,4,2,2,0
478317,5,4,5,1
478317,6,5,3,2
478317,7,4,1,3
478317,8,5,5,0
478317,9,0,-1,1
478317,10,5,5,0
478317,11,-1,-1,0
170356,2,-1,2,3
173316,2,0,2,2
173316,3,5,5,0
173316,4,0,0,0
173316,5,2,2,0
173316,6,0,0,0
173316,7,2,0,2
173316,8,-1,0,1
173335,2,2,4,2
173335,3,5,5,0
173335,4,3,3,0
173335,5,5,5,0
173335,6,3,3,0
173335,7,4,5,1
173335,8,0,4,4
173335,9,5,5,0
173335,10,-1,5,6
179605,2,2,2,0
179605,3,5,5,0
179605,4,-1,2,3
182824,2,3,4,1
182824,3,4,5,1
182824,4,3,4,1
182824,5,5,5,0
182824,6,3,4,1
182824,7,5,5,0
182824,8,3,4,1
182824,9,5,5,0
182824,10,3,3,0
182824,11,5,5,0
183806,2,5,5,0
183806,3,4,5,1
183806,4,-1,5,6
185349,2,4,4,0
185349,3,5,5,0
185349,4,3,4,1
185349,5,4,5,1
185349,6,3,4,1
185349,7,5,5,0
185349,8,3,3,0
185349,9,5,5,0
185349,10,3,5,2
185349,11,4,5,1
186670,2,0,2,2
186670,3,4,5,1
186670,4,3,2,1
186670,5,4,5,1
186670,6,3,3,0
186670,7,3,5,2
186670,8,5,5,0
186670,9,-1,-1,0
186780,2,5,5,0
186780,3,-1,5,6
186988,2,0,2,2
186988,3,5,5,0
186988,4,1,0,1
186988,5,5,4,1
186988,6,1,3,2
186988,7,4,4,0
186988,8,5,5,0
186988,9,-1,-1,0
187793,2,2,2,0
187793,3,4,5,1
187793,4,1,2,1
187793,5,4,4,0
187793,6,2,2,0
187793,7,4,5,1
187793,8,4,3,1
187793,9,2,5,3
187793,10,2,5,3
187793,11,-1,-1,0
188152,2,5,4,1
188152,3,5,5,0
188152,4,5,5,0
188152,5,5,5,0
188152,6,5,5,0
188152,7,4,5,1
188152,8,4,5,1
188152,9,4,5,1
188152,10,5,5,0
188152,11,2,5,3
192424,2,3,4,1
192424,3,5,5,0
192424,4,3,5,2
192424,5,5,5,0
192424,6,3,4,1
192424,7,5,5,0
192424,8,2,5,3
192424,9,5,5,0
192424,10,3,5,2
192424,11,5,5,0
193822,2,3,4,1
193822,3,5,5,0
193822,4,4,4,0
193822,5,5,5,0
193822,6,4,5,1
193822,7,4,5,1
193822,8,5,5,0
193822,9,3,5,2
193822,10,5,5,0
193822,11,-1,-1,0
197595,2,3,4,1
197595,3,4,5,1
197595,4,3,4,1
197595,5,5,5,0
197595,6,4,4,0
197595,7,4,4,0
197595,8,3,4,1
197595,9,4,5,1
197595,10,3,4,1
197595,11,2,5,3
198956,2,5,4,1
198956,3,5,5,0
198956,4,4,5,1
198956,5,5,5,0
198956,6,4,5,1
198956,7,4,5,1
198956,8,5,5,0
198956,9,3,5,2
198956,10,5,5,0
198956,11,-1,-1,0
199520,2,3,4,1
199520,3,5,5,0
199520,4,4,4,0
199520,5,4,5,1
199520,6,4,5,1
199520,7,2,5,3
199520,8,4,5,1
199520,9,5,5,0
199520,10,3,5,2
199520,11,5,5,0
478444,2,3,4,1
478444,3,5,5,0
478444,4,2,4,2
478444,5,5,5,0
478444,6,5,3,2
478444,7,2,3,1
478444,8,3,5,2
478444,9,5,5,0
478444,10,4,4,0
478444,11,5,5,0
200905,2,1,2,1
200905,3,5,5,0
200905,4,2,2,0
200905,5,4,5,1
200905,6,0,3,3
200905,7,4,5,1
200905,8,0,2,2
200905,9,2,5,3
200905,10,0,5,5
200905,11,0,5,5
478792,2,0,2,2
478792,3,4,5,1
478792,4,5,2,3
478792,5,1,1,0
478792,6,2,5,3
478792,7,3,3,0
478792,8,0,2,2
478792,9,2,5,3
478792,10,0,0,0
478792,11,-1,-1,0
203108,2,2,4,2
203108,3,5,5,0
203108,4,3,5,2
203108,5,5,5,0
203108,6,-1,3,4
478873,2,0,2,2
478873,3,5,5,0
478873,4,-1,0,1
203481,2,3,4,1
203481,3,5,5,0
203481,4,2,4,2
203481,5,2,5,3
203481,6,3,2,1
203481,7,5,5,0
203481,8,2,3,1
203481,9,5,5,0
203481,10,2,4,2
203481,11,4,5,1
204746,2,2,4,2
204746,3,5,5,0
204746,4,3,3,0
204746,5,4,5,1
204746,6,2,3,1
204746,7,5,5,0
204746,8,3,3,0
204746,9,5,5,0
204746,10,3,3,0
204746,11,4,5,1
479060,2,4,5,1
479060,3,5,5,0
479060,4,5,5,0
479060,5,5,5,0
479060,6,4,5,1
479060,7,5,5,0
479060,8,5,5,0
479060,9,5,5,0
479060,10,5,5,0
479060,11,5,5,0
226374,2,3,4,1
226374,3,5,5,0
226374,4,2,4,2
226374,5,5,5,0
226374,6,4,3,1
226374,7,3,5,2
226374,8,5,4,1
226374,9,3,5,2
226374,10,4,5,1
226374,11,-1,-1,0
479171,2,3,4,1
479171,3,5,5,0
479171,4,4,4,0
479171,5,5,5,0
479171,6,4,5,1
479171,7,5,5,0
479171,8,4,5,1
479171,9,5,5,0
479171,10,5,4,1
479171,11,-1,5,6
226827,2,4,4,0
226827,3,5,5,0
226827,4,4,5,1
226827,5,4,5,1
226827,6,4,5,1
226827,7,5,5,0
226827,8,4,5,1
226827,9,5,5,0
226827,10,4,5,1
226827,11,5,5,0
479343,2,4,4,0
479343,3,5,5,0
479343,4,4,5,1
479343,5,5,5,0
479343,6,3,5,2
479343,7,2,5,3
479343,8,5,5,0
479343,9,2,5,3
479343,10,4,5,1
479343,11,-1,-1,0
229240,2,2,2,0
229240,3,5,5,0
229240,4,2,2,0
229240,5,2,5,3
229240,6,3,2,1
229240,7,4,5,1
229240,8,3,3,0
229240,9,4,5,1
229240,10,4,4,0
229240,11,0,-1,1
479516,2,4,4,0
479516,3,2,5,3
479516,4,2,5,3
479516,5,5,5,0
479516,6,5,4,1
479516,7,2,2,0
479516,8,2,2,0
479516,9,-1,5,6
229426,2,4,4,0
229426,3,5,5,0
229426,4,5,4,1
229426,5,5,5,0
229426,6,4,5,1
229426,7,2,5,3
229426,8,3,5,2
229426,9,5,5,0
229426,10,4,5,1
229426,11,-1,5,6
232695,2,3,4,1
232695,3,5,5,0
232695,4,2,4,2
232695,5,5,5,0
232695,6,3,3,0
232695,7,5,5,0
232695,8,3,3,0
232695,9,5,5,0
232695,10,3,3,0
232695,11,4,5,1
235097,2,3,2,1
235097,3,4,5,1
235097,4,4,4,0
235097,5,2,5,3
235097,6,-1,5,6
237304,2,2,0,2
237304,3,5,5,0
237304,4,4,2,2
237304,5,5,5,0
237304,6,5,5,0
237304,7,-1,-1,0
237913,2,4,4,0
237913,3,5,5,0
237913,4,3,5,2
237913,5,2,5,3
237913,6,5,5,0
237913,7,-1,5,6
242149,2,1,4,3
242149,3,2,5,3
242149,4,4,2,2
242149,5,-1,3,4
245404,2,2,4,2
245404,3,5,5,0
245404,4,-1,5,6
247267,2,4,4,0
247267,3,4,5,1
247267,4,4,5,1
247267,5,4,5,1
247267,6,5,5,0
247267,7,5,5,0
247267,8,0,5,5
247267,9,5,5,0
247267,10,-1,5,6
248103,2,3,4,1
248103,3,5,5,0
248103,4,3,4,1
248103,5,4,5,1
248103,6,3,5,2
248103,7,4,5,1
248103,8,3,4,1
248103,9,4,5,1
248103,10,3,4,1
248103,11,5,5,0
249534,2,3,2,1
249534,3,4,5,1
249534,4,3,2,1
249534,5,5,5,0
249534,6,4,2,2
249534,7,2,5,3
249534,8,3,4,1
249534,9,2,5,3
249534,10,3,5,2
249534,11,2,5,3
251351,2,4,4,0
251351,3,5,5,0
251351,4,4,5,1
251351,5,5,5,0
251351,6,4,5,1
251351,7,5,5,0
251351,8,3,5,2
251351,9,4,5,1
251351,10,-1,5,6
479519,2,3,4,1
479519,3,5,5,0
479519,4,2,4,2
479519,5,2,5,3
479519,6,2,2,0
479519,7,5,5,0
479519,8,3,3,0
479519,9,4,5,1
479519,10,2,4,2
479519,11,-1,5,6
480382,2,2,4,2
480382,3,5,5,0
480382,4,3,3,0
480382,5,5,5,0
480382,6,4,3,1
480382,7,0,5,5
480382,8,5,5,0
480382,9,2,2,0
480382,10,2,2,0
480382,11,-1,-1,0
480458,2,1,2,1
480458,3,4,5,1
480458,4,4,2,2
480458,5,4,5,1
480458,6,0,3,3
480458,7,1,5,4
480458,8,5,5,0
480458,9,5,-1,6
480458,10,-1,5,6
480507,2,4,4,0
480507,3,5,5,0
480507,4,4,4,0
480507,5,5,5,0
480507,6,3,5,2
480507,7,5,5,0
480507,8,4,5,1
480507,9,5,5,0
480507,10,4,5,1
480507,11,5,5,0
480554,2,4,4,0
480554,3,5,5,0
480554,4,4,5,1
480554,5,5,5,0
480554,6,4,5,1
480554,7,5,5,0
480554,8,4,5,1
480554,9,4,5,1
480554,10,4,5,1
480554,11,-1,5,6
480650,2,5,4,1
480650,3,5,5,0
480650,4,5,5,0
480650,5,5,5,0
480650,6,5,5,0
480650,7,4,5,1
480650,8,5,5,0
480650,9,5,5,0
480650,10,5,5,0
480650,11,5,5,0
480815,2,3,2,1
480815,3,5,5,0
480815,4,4,2,2
480815,5,5,5,0
480815,6,5,5,0
480815,7,3,4,1
480815,8,5,5,0
480815,9,2,5,3
480815,10,5,5,0
480815,11,-1,-1,0
481010,2,4,5,1
481010,3,5,5,0
481010,4,5,5,0
481010,5,5,5,0
481010,6,4,5,1
481010,7,5,5,0
481010,8,4,5,1
481010,9,4,5,1
481010,10,4,5,1
481010,11,5,5,0
481143,2,2,2,0
481143,3,5,5,0
481143,4,0,2,2
481143,5,2,4,2
481143,6,0,2,2
481143,7,1,5,4
481143,8,5,5,0
481143,9,-1,-1,0
252340,2,3,4,1
252340,3,4,5,1
252340,4,3,4,1
252340,5,5,5,0
252340,6,-1,4,5
255347,2,5,4,1
255347,3,5,5,0
255347,4,5,5,0
255347,5,5,5,0
255347,6,4,5,1
255347,7,5,5,0
255347,8,5,5,0
255347,9,5,5,0
255347,10,5,5,0
255347,11,-1,5,6
255998,2,1,0,1
255998,3,2,5,3
255998,4,0,0,0
255998,5,0,4,4
255998,6,0,0,0
255998,7,5,0,5
255998,8,0,0,0
255998,9,4,4,0
255998,10,1,2,1
255998,11,4,0,4
262294,2,1,0,1
262294,3,2,5,3
262294,4,4,0,4
262294,5,5,2,3
262294,6,-1,-1,0
262454,2,2,4,2
262454,3,5,5,0
262454,4,2,3,1
262454,5,5,5,0
262454,6,2,3,1
262454,7,2,5,3
262454,8,2,2,0
262454,9,2,5,3
262454,10,-1,5,6
262741,2,3,4,1
262741,3,2,5,3
262741,4,3,5,2
262741,5,4,5,1
262741,6,3,4,1
262741,7,2,4,2
262741,8,2,2,0
262741,9,5,4,1
262741,10,4,4,0
262741,11,3,-1,4
263499,2,1,4,3
263499,3,1,5,4
263499,4,5,2,3
263499,5,2,3,1
263499,6,2,5,3
263499,7,4,0,4
263499,8,2,0,2
263499,9,5,4,1
263499,10,3,4,1
263499,11,2,4,2
265958,2,4,4,0
265958,3,4,5,1
265958,4,-1,5,6
267761,2,4,4,0
267761,3,5,5,0
267761,4,4,5,1
267761,5,3,5,2
267761,6,4,5,1
267761,7,3,5,2
267761,8,4,5,1
267761,9,0,5,5
267761,10,5,5,0
267761,11,-1,-1,0
269076,2,-1,2,3
270567,2,2,4,2
270567,3,4,5,1
270567,4,3,3,0
270567,5,5,5,0
270567,6,0,4,4
270567,7,2,5,3
270567,8,3,5,2
270567,9,5,5,0
270567,10,4,5,1
270567,11,-1,5,6
271036,2,4,2,2
271036,3,5,5,0
271036,4,3,4,1
271036,5,5,5,0
271036,6,3,5,2
271036,7,5,5,0
271036,8,3,3,0
271036,9,5,5,0
271036,10,1,5,4
271036,11,5,5,0
272580,2,3,4,1
272580,3,5,5,0
272580,4,4,5,1
272580,5,4,5,1
272580,6,3,5,2
272580,7,5,5,0
272580,8,3,5,2
272580,9,5,5,0
272580,10,4,5,1
272580,11,5,5,0
273731,2,3,4,1
273731,3,5,5,0
273731,4,3,5,2
273731,5,5,5,0
273731,6,2,4,2
273731,7,5,5,0
273731,8,4,5,1
273731,9,2,5,3
273731,10,-1,5,6
273877,2,5,2,3
273877,3,0,-1,1
273877,4,4,2,2
273877,5,1,2,1
273877,6,5,2,3
273877,7,0,2,2
273877,8,2,2,0
273877,9,2,2,0
273877,10,2,2,0
273877,11,-1,-1,0
276717,2,3,5,2
276717,3,5,5,0
276717,4,4,5,1
276717,5,5,5,0
276717,6,4,5,1
276717,7,5,5,0
276717,8,4,5,1
276717,9,2,5,3
276717,10,3,5,2
276717,11,4,5,1
277733,2,4,4,0
277733,3,2,5,3
277733,4,0,5,5
277733,5,3,5,2
277733,6,0,2,2
277733,7,2,2,0
277733,8,2,2,0
277733,9,0,4,4
277733,10,-1,5,6
278447,2,4,4,0
278447,3,5,5,0
278447,4,4,5,1
278447,5,5,5,0
278447,6,3,5,2
278447,7,4,5,1
278447,8,4,5,1
278447,9,5,5,0
278447,10,3,5,2
278447,11,5,5,0
281564,2,2,2,0
281564,3,5,5,0
281564,4,2,2,0
281564,5,5,5,0
281564,6,2,2,0
281564,7,1,5,4
281564,8,3,2,1
281564,9,2,5,3
281564,10,1,4,3
281564,11,4,5,1
284076,2,3,4,1
284076,3,5,5,0
284076,4,2,4,2
284076,5,4,5,1
284076,6,2,2,0
284076,7,0,5,5
284076,8,3,5,2
284076,9,5,5,0
284076,10,2,4,2
284076,11,2,2,0
285633,2,1,2,1
285633,3,5,5,0
285633,4,1,2,1
285633,5,4,5,1
285633,6,0,2,2
285633,7,4,5,1
285633,8,2,2,0
285633,9,2,5,3
285633,10,1,2,1
285633,11,2,5,3
285912,2,1,4,3
285912,3,4,5,1
285912,4,4,2,2
285912,5,5,5,0
285912,6,3,5,2
285912,7,2,5,3
285912,8,4,5,1
285912,9,4,5,1
285912,10,3,5,2
285912,11,5,5,0
288380,2,5,4,1
288380,3,1,5,4
288380,4,-1,5,6
481580,2,3,4,1
481580,3,5,5,0
481580,4,4,4,0
481580,5,5,5,0
481580,6,4,5,1
481580,7,4,5,1
481580,8,4,5,1
481580,9,2,5,3
481580,10,4,5,1
481580,11,2,-1,3
288990,2,0,2,2
288990,3,0,5,5
288990,4,0,0,0
288990,5,-1,4,5
481607,2,4,4,0
481607,3,5,5,0
481607,4,4,5,1
481607,5,5,5,0
481607,6,3,5,2
481607,7,5,5,0
481607,8,4,5,1
481607,9,5,5,0
481607,10,4,5,1
481607,11,5,5,0
290550,2,2,4,2
290550,3,5,5,0
290550,4,5,3,2
290550,5,5,5,0
290550,6,5,5,0
290550,7,2,5,3
290550,8,5,5,0
290550,9,4,5,1
290550,10,4,5,1
290550,11,5,5,0
482467,2,3,4,1
482467,3,5,5,0
482467,4,3,4,1
482467,5,5,5,0
482467,6,3,3,0
482467,7,2,5,3
482467,8,3,4,1
482467,9,5,5,0
482467,10,4,3,1
482467,11,5,5,0
291037,2,2,2,0
291037,3,4,5,1
291037,4,3,2,1
291037,5,2,5,3
291037,6,1,2,1
291037,7,2,5,3
291037,8,1,2,1
291037,9,2,2,0
291037,10,2,2,0
291037,11,0,5,5
482710,2,5,4,1
482710,3,4,3,1
482710,4,5,5,0
482710,5,3,5,2
482710,6,3,5,2
482710,7,5,5,0
482710,8,4,5,1
482710,9,4,5,1
482710,10,5,5,0
482710,11,-1,-1,0
291194,2,3,4,1
291194,3,5,5,0
291194,4,3,4,1
291194,5,4,5,1
291194,6,3,5,2
291194,7,5,5,0
291194,8,4,3,1
291194,9,5,5,0
291194,10,-1,4,5
482766,2,2,4,2
482766,3,4,5,1
482766,4,2,3,1
482766,5,4,5,1
482766,6,2,3,1
482766,7,5,5,0
482766,8,2,3,1
482766,9,2,5,3
482766,10,2,2,0
482766,11,4,5,1
482945,2,1,2,1
482945,3,5,5,0
482945,4,0,2,2
482945,5,-1,4,5
483064,2,3,4,1
483064,3,5,5,0
483064,4,4,4,0
483064,5,5,5,0
483064,6,4,5,1
483064,7,4,5,1
483064,8,4,5,1
483064,9,2,5,3
483064,10,3,5,2
483064,11,5,5,0
483074,2,4,4,0
483074,3,5,5,0
483074,4,4,5,1
483074,5,2,5,3
483074,6,4,5,1
483074,7,0,5,5
483074,8,5,5,0
483074,9,5,5,0
483074,10,2,5,3
483074,11,5,5,0
483109,2,2,2,0
483109,3,5,5,0
483109,4,2,2,0
483109,5,5,5,0
483109,6,2,2,0
483109,7,4,5,1
483109,8,3,3,0
483109,9,4,5,1
483109,10,4,3,1
483109,11,-1,-1,0
483243,2,3,4,1
483243,3,5,5,0
483243,4,3,4,1
483243,5,5,5,0
483243,6,5,3,2
483243,7,4,3,1
483243,8,5,5,0
483243,9,3,5,2
483243,10,4,5,1
483243,11,-1,-1,0
483371,2,3,4,1
483371,3,5,5,0
483371,4,3,4,1
483371,5,5,5,0
483371,6,0,3,3
483371,7,4,5,1
483371,8,3,3,0
483371,9,5,5,0
483371,10,-1,5,6
483411,2,5,4,1
483411,3,1,5,4
483411,4,2,5,3
483411,5,2,-1,3
483411,6,4,1,3
483411,7,-1,-1,0
483479,2,-1,4,5
292027,2,-1,4,5
483952,2,0,2,2
483952,3,5,5,0
483952,4,0,0,0
483952,5,4,4,0
483952,6,1,0,1
483952,7,5,4,1
483952,8,2,4,2
483952,9,4,5,1
483952,10,1,2,1
483952,11,5,5,0
294381,2,3,4,1
294381,3,5,5,0
294381,4,3,4,1
294381,5,5,5,0
294381,6,4,3,1
294381,7,-1,5,6
484039,2,0,4,4
484039,3,4,5,1
484039,4,0,2,2
484039,5,2,5,3
484039,6,5,0,5
484039,7,0,0,0
484039,8,-1,5,6
294961,2,4,2,2
294961,3,4,5,1
294961,4,5,5,0
294961,5,4,5,1
294961,6,5,5,0
294961,7,2,5,3
294961,8,4,5,1
294961,9,5,5,0
294961,10,-1,5,6
484135,2,-1,4,5
484768,2,0,2,2
484768,3,5,5,0
484768,4,0,0,0
484768,5,2,2,0
484768,6,0,0,0
484768,7,4,0,4
484768,8,3,0,3
484768,9,5,0,5
484768,10,-1,1,2
484885,2,5,2,3
484885,3,2,-1,3
484885,4,5,2,3
484885,5,4,2,2
484885,6,3,0,3
484885,7,4,5,1
484885,8,5,5,0
484885,9,-1,5,6
484933,2,5,4,1
484933,3,5,5,0
484933,4,5,5,0
484933,5,5,5,0
484933,6,5,5,0
484933,7,4,5,1
484933,8,5,5,0
484933,9,4,5,1
484933,10,5,5,0
484933,11,5,5,0
485399,2,5,4,1
485399,3,2,3,1
485399,4,2,5,3
485399,5,5,3,2
485399,6,1,1,0
485399,7,5,1,4
485399,8,2,5,3
485399,9,4,5,1
485399,10,1,5,4
485399,11,2,4,2
485630,2,2,2,0
485630,3,5,5,0
485630,4,3,2,1
485630,5,5,5,0
485630,6,3,3,0
485630,7,5,5,0
485630,8,2,3,1
485630,9,5,5,0
485630,10,3,3,0
485630,11,5,5,0
486099,2,4,4,0
486099,3,5,5,0
486099,4,4,5,1
486099,5,5,5,0
486099,6,5,5,0
486099,7,3,5,2
486099,8,4,5,1
486099,9,3,5,2
486099,10,5,5,0
486099,11,-1,-1,0
486282,2,0,2,2
486282,3,5,5,0
486282,4,-1,0,1
486391,2,4,4,0
486391,3,5,5,0
486391,4,4,4,0
486391,5,5,5,0
486391,6,4,5,1
486391,7,5,5,0
486391,8,5,5,0
486391,9,5,5,0
486391,10,4,5,1
486391,11,4,5,1
486521,2,2,4,2
486521,3,5,5,0
486521,4,2,3,1
486521,5,4,5,1
486521,6,4,3,1
486521,7,1,5,4
486521,8,1,5,4
486521,9,5,5,0
486521,10,1,3,2
486521,11,2,2,0
486656,2,3,4,1
486656,3,5,5,0
486656,4,4,5,1
486656,5,4,5,1
486656,6,3,5,2
486656,7,5,5,0
486656,8,4,5,1
486656,9,5,5,0
486656,10,4,4,0
486656,11,5,5,0
487329,2,3,2,1
487329,3,5,5,0
487329,4,4,4,0
487329,5,4,5,1
487329,6,4,5,1
487329,7,4,5,1
487329,8,4,5,1
487329,9,4,5,1
487329,10,4,5,1
487329,11,-1,5,6
294999,2,0,2,2
294999,3,-1,5,6
295754,2,3,4,1
295754,3,5,5,0
295754,4,2,5,3
295754,5,3,5,2
295754,6,5,4,1
295754,7,3,5,2
295754,8,5,5,0
295754,9,3,5,2
295754,10,4,5,1
295754,11,-1,-1,0
297484,2,4,4,0
297484,3,5,5,0
297484,4,3,5,2
297484,5,5,5,0
297484,6,4,4,0
297484,7,5,5,0
297484,8,3,5,2
297484,9,5,5,0
297484,10,5,5,0
297484,11,-1,-1,0
298322,2,2,2,0
298322,3,5,5,0
298322,4,0,2,2
298322,5,5,4,1
298322,6,2,2,0
298322,7,5,2,3
298322,8,1,4,3
298322,9,5,5,0
298322,10,1,5,4
298322,11,4,5,1
298476,2,3,4,1
298476,3,5,5,0
298476,4,3,4,1
298476,5,5,5,0
298476,6,2,3,1
298476,7,4,5,1
298476,8,2,4,2
298476,9,5,5,0
298476,10,1,3,2
298476,11,5,5,0
306886,2,5,2,3
306886,3,2,-1,3
306886,4,2,2,0
306886,5,5,5,0
306886,6,2,2,0
306886,7,4,5,1
306886,8,1,5,4
306886,9,5,5,0
306886,10,2,-1,3
306886,11,5,4,1
309175,2,1,2,1
309175,3,5,5,0
309175,4,2,2,0
309175,5,5,5,0
309175,6,5,3,2
309175,7,2,3,1
309175,8,0,-1,1
309175,9,4,5,1
309175,10,-1,-1,0
309709,2,3,2,1
309709,3,5,5,0
309709,4,2,4,2
309709,5,2,5,3
309709,6,5,2,3
309709,7,2,2,0
309709,8,2,5,3
309709,9,2,5,3
309709,10,-1,-1,0
487646,2,1,4,3
487646,3,5,5,0
487646,4,1,2,1
487646,5,4,5,1
487646,6,4,2,2
487646,7,1,2,1
487646,8,0,5,5
487646,9,5,5,0
487646,10,0,0,0
487646,11,2,2,0
309734,2,5,4,1
309734,3,2,3,1
309734,4,4,5,1
309734,5,4,3,1
309734,6,2,5,3
309734,7,2,5,3
309734,8,2,5,3
309734,9,1,5,4
309734,10,4,5,1
309734,11,-1,-1,0
488185,2,-1,4,5
311042,2,-1,2,3
488425,2,3,4,1
488425,3,5,5,0
488425,4,4,4,0
488425,5,5,5,0
488425,6,5,5,0
488425,7,-1,5,6
312141,2,-1,2,3
488477,2,1,2,1
488477,3,5,5,0
488477,4,-1,2,3
488863,2,2,4,2
488863,3,4,5,1
488863,4,3,3,0
488863,5,5,5,0
488863,6,3,3,0
488863,7,5,5,0
488863,8,4,4,0
488863,9,5,5,0
488863,10,2,4,2
488863,11,5,5,0
489251,2,2,2,0
489251,3,5,5,0
489251,4,3,2,1
489251,5,5,5,0
489251,6,3,3,0
489251,7,5,5,0
489251,8,2,3,1
489251,9,5,5,0
489251,10,2,3,1
489251,11,5,5,0
490152,2,2,4,2
490152,3,2,5,3
490152,4,-1,2,3
490514,2,3,4,1
490514,3,5,5,0
490514,4,3,4,1
490514,5,4,5,1
490514,6,4,5,1
490514,7,3,5,2
490514,8,3,5,2
490514,9,4,5,1
490514,10,5,4,1
490514,11,-1,-1,0
492182,2,4,4,0
492182,3,5,5,0
492182,4,2,5,3
492182,5,4,5,1
492182,6,2,4,2
492182,7,5,5,0
492182,8,3,5,2
492182,9,5,5,0
492182,10,3,5,2
492182,11,5,5,0
492240,2,3,4,1
492240,3,5,5,0
492240,4,4,5,1
492240,5,4,5,1
492240,6,5,5,0
492240,7,2,5,3
492240,8,4,5,1
492240,9,3,5,2
492240,10,5,5,0
492240,11,-1,-1,0
492590,2,4,4,0
492590,3,5,5,0
492590,4,4,4,0
492590,5,2,5,3
492590,6,-1,5,6
492946,2,4,4,0
492946,3,4,5,1
492946,4,3,5,2
492946,5,5,5,0
492946,6,4,4,0
492946,7,2,5,3
492946,8,3,4,1
492946,9,4,5,1
492946,10,2,3,1
492946,11,5,2,3
493186,2,2,4,2
493186,3,4,5,1
493186,4,2,3,1
493186,5,0,5,5
493186,6,4,5,1
493186,7,2,5,3
493186,8,0,5,5
493186,9,2,5,3
493186,10,5,5,0
493186,11,-1,-1,0
493377,2,5,4,1
493377,3,2,3,1
493377,4,-1,5,6
313810,2,5,4,1
313810,3,5,5,0
313810,4,5,5,0
313810,5,5,5,0
313810,6,5,5,0
313810,7,5,5,0
313810,8,5,5,0
313810,9,5,5,0
313810,10,5,5,0
313810,11,-1,5,6
315186,2,4,4,0
315186,3,5,5,0
315186,4,3,5,2
315186,5,5,5,0
315186,6,4,4,0
315186,7,4,5,1
315186,8,4,5,1
315186,9,4,5,1
315186,10,5,5,0
315186,11,-1,-1,0
316841,2,4,4,0
316841,3,5,5,0
316841,4,4,4,0
316841,5,5,5,0
316841,6,4,5,1
316841,7,4,5,1
316841,8,3,5,2
316841,9,4,5,1
316841,10,4,5,1
316841,11,4,5,1
318056,2,3,4,1
318056,3,4,5,1
318056,4,5,5,0
318056,5,5,5,0
318056,6,4,5,1
318056,7,4,5,1
318056,8,0,5,5
318056,9,5,5,0
318056,10,3,5,2
318056,11,5,5,0
318101,2,-1,2,3
319209,2,4,4,0
319209,3,5,5,0
319209,4,4,5,1
319209,5,5,5,0
319209,6,3,5,2
319209,7,5,5,0
319209,8,2,5,3
319209,9,5,5,0
319209,10,3,5,2
319209,11,5,5,0
322960,2,2,4,2
322960,3,5,5,0
322960,4,-1,5,6
324236,2,2,4,2
324236,3,5,5,0
324236,4,5,3,2
324236,5,4,5,1
324236,6,4,5,1
324236,7,-1,5,6
325511,2,2,4,2
325511,3,5,5,0
325511,4,2,3,1
325511,5,2,5,3
325511,6,2,5,3
325511,7,5,5,0
325511,8,2,3,1
325511,9,5,5,0
325511,10,-1,3,4
533347,2,0,0,0
533347,3,4,5,1
533347,4,2,0,2
533347,5,4,4,0
533347,6,2,3,1
533347,7,2,4,2
533347,8,2,5,3
533347,9,5,4,1
533347,10,0,3,3
533347,11,-1,-1,0
325879,2,2,2,0
325879,3,5,5,0
325879,4,2,2,0
325879,5,4,5,1
325879,6,2,2,0
325879,7,1,5,4
325879,8,2,2,0
325879,9,1,5,4
325879,10,5,5,0
325879,11,-1,-1,0
326012,2,-1,2,3
533365,2,4,4,0
533365,3,2,5,3
533365,4,0,5,5
533365,5,4,5,1
533365,6,-1,2,3
329226,2,3,4,1
329226,3,5,5,0
329226,4,3,4,1
329226,5,5,5,0
329226,6,4,3,1
329226,7,5,5,0
329226,8,3,4,1
329226,9,4,5,1
329226,10,3,3,0
329226,11,4,5,1
533545,2,2,2,0
533545,3,4,5,1
533545,4,2,2,0
533545,5,4,5,1
533545,6,0,2,2
533545,7,5,5,0
533545,8,3,2,1
533545,9,4,5,1
533545,10,-1,2,3
329321,2,1,2,1
329321,3,5,5,0
329321,4,2,2,0
329321,5,5,5,0
329321,6,5,3,2
329321,7,-1,1,2
329800,2,4,4,0
329800,3,5,5,0
329800,4,4,5,1
329800,5,5,5,0
329800,6,4,5,1
329800,7,5,5,0
329800,8,4,5,1
329800,9,5,5,0
329800,10,5,5,0
329800,11,-1,5,6
331354,2,2,4,2
331354,3,5,5,0
331354,4,4,3,1
331354,5,4,5,1
331354,6,3,5,2
331354,7,4,5,1
331354,8,4,4,0
331354,9,5,5,0
331354,10,-1,4,5
331844,2,3,4,1
331844,3,5,5,0
331844,4,5,5,0
331844,5,4,5,1
331844,6,5,5,0
331844,7,4,5,1
331844,8,5,5,0
331844,9,2,5,3
331844,10,4,5,1
331844,11,5,-1,6
333129,2,-1,2,3
333837,2,-1,4,5
