"id","id_assessment","id_student","date_submitted","is_banked","score","total_vle_before_assessment"
"5795","14986","192424","83","0","73","40"
"5796","14985","553487","34","0","79","27"
"5797","14986","499027","93","0","50","33"
"5798","14986","193822","95","0","80","28"
"5799","14985","553502","44","0","77","32"
"5800","14986","499067","89","0","45","31"
"5801","14986","197595","92","0","72","30"
"5802","14986","198956","83","0","87","66"
"5803","14986","199520","87","0","83","22"
"5804","14986","200905","89","0","66","51"
"5805","14986","203108","89","0","72","27"
"5806","14986","203481","85","0","63","31"
"5807","14986","204746","89","0","75","19"
"5808","14986","226374","88","0","62","12"
"5809","14986","226827","87","0","82","28"
"5810","14985","535012","47","0","64","31"
"5811","14986","229240","89","0","60","35"
"5812","14986","229426","88","0","90","19"
"5813","14986","499118","88","0","71","34"
"5814","14985","535140","46","0","68","24"
"5815","14986","232695","89","0","68","35"
"5816","14986","499380","87","0","90","26"
"5817","14985","535145","47","0","85","34"
"5818","14986","237304","101","0","81","29"
"5819","14986","499387","89","0","56","33"
"5820","14985","535152","60","0","77","30"
"5821","14986","237913","91","0","73","69"
"5822","14986","499483","89","0","76","22"
"5823","14985","535155","45","0","68","44"
"5824","14986","247267","104","0","88","35"
"5825","14986","499511","87","0","86","33"
"5826","14985","535269","46","0","65","38"
"5827","14986","248103","89","0","78","19"
"5828","14986","499891","87","0","57","24"
"5829","14985","535278","47","0","70","7"
"5830","14986","249534","88","0","71","19"
"5831","14985","535328","47","0","64","23"
"5832","14986","500507","87","0","71","40"
"5833","14986","251351","88","0","85","17"
"5834","14985","535396","47","0","72","30"
"5835","14986","500585","89","0","48","40"
"5836","14986","252340","88","0","74","10"
"5837","14985","535407","46","0","77","19"
"5838","14986","500659","90","0","67","32"
"5839","14986","255347","93","0","90","70"
"5840","14985","535468","46","0","76","26"
"5841","14986","500791","89","0","73","41"
"5842","14986","255998","89","0","41","23"
"5843","14985","535530","43","0","78","20"
"5844","14986","500815","88","0","81","36"
"5845","14986","262454","89","0","61","15"
"5846","14985","553508","46","0","75","8"
"5847","14985","535605","47","0","93","28"
"5848","14986","500819","86","0","89","19"
"5849","14986","262741","85","0","71","42"
"5850","14985","535755","45","0","75","17"
"5851","14985","553520","46","0","87","14"
"5852","14986","263499","60","0","59","71"
"5853","14985","553572","46","0","72","30"
"5854","14986","270567","88","0","70","14"
"5855","14985","553716","31","0","64","11"
"5856","14986","271036","89","0","73","32"
"5857","14985","553729","46","0","70","8"
"5858","14986","272580","89","0","84","22"
"5859","14985","553755","47","0","78","22"
"5860","14986","273731","87","0","77","36"
"5861","14985","553800","47","0","46","16"
"5862","14986","273877","89","0","40","20"
"5863","14985","553807","42","0","61","26"
"5864","14986","276717","88","0","88","25"
"5865","14986","542291","89","0","64","13"
"5866","14986","277733","96","0","74","22"
"5867","14986","542613","86","0","60","35"
"5868","14986","278447","89","0","81","22"
"5869","14986","542663","89","0","39","17"
"5870","14986","281564","83","0","67","19"
"5871","14986","542745","88","0","0","26"
"5872","14986","284076","86","0","66","25"
"5873","14986","542748","89","0","82","19"
"5874","14986","285633","86","0","57","28"
"5875","14986","542991","89","0","44","13"
"5876","14986","285912","88","0","84","18"
"5877","14986","543124","87","0","80","47"
"5878","14986","288990","93","0","48","10"
"5879","14986","543140","89","0","50","32"
"5880","14986","290550","87","0","90","13"
"5881","14986","543165","83","0","78","51"
"5882","14986","291037","89","0","70","39"
"5883","14986","543180","88","0","62","30"
"5884","14986","291194","88","0","75","25"
"5885","14986","543351","88","0","67","19"
"5886","14986","294381","89","0","70","22"
"5887","14986","543356","89","0","72","40"
"5888","14986","294961","98","0","80","37"
"5889","14986","543473","106","0","81","23"
"5890","14986","295754","89","0","64","26"
"5891","14986","543533","129","0","26","47"
"5892","14986","297484","88","0","70","26"
"5893","14986","543630","89","0","55","26"
"5894","14986","298322","84","0","45","83"
"5895","14986","543719","83","0","37","35"
"5896","14986","298476","89","0","79","30"
"5897","14986","543853","89","0","83","34"
"5898","14986","500836","193","0","50","25"
"5899","14986","306886","88","0","64","21"
"5900","14986","543970","89","0","75","38"
"5901","14986","500958","89","0","85","31"
"5902","14986","309175","89","0","60","8"
"5903","14986","544017","89","0","59","6"
"5904","14986","501432","82","0","93","56"
"5905","14986","309709","89","0","66","31"
"5906","14986","544186","83","0","89","31"
"5907","14986","309734","92","0","69","42"
"5908","14986","544351","84","0","37","144"
"5909","14986","315186","86","0","72","27"
"5910","14986","544455","87","0","53","34"
"5911","14985","553840","50","0","86","29"
"5912","14986","316841","88","0","81","33"
"5913","14986","544500","97","0","68","19"
"5914","14985","554068","49","0","46","31"
"5915","14986","318056","88","0","91","25"
"5916","14986","544519","88","0","55","13"
"5917","14986","319209","87","0","84","28"
"5918","14986","544532","89","0","72","17"
"5919","14986","324236","96","0","85","49"
"5920","14986","544627","91","0","60","26"
"5921","14986","325511","102","0","61","10"
"5922","14986","544632","79","0","70","25"
"5923","14986","325879","86","0","61","19"
"5924","14986","329226","83","0","73","25"
"5925","14986","329321","89","0","62","20"
"5926","14986","329800","89","0","80","24"
"5927","14986","331354","86","0","82","25"
"5928","14986","331844","87","0","91","28"
"5929","14986","335421","89","0","81","20"
"5930","14986","335910","89","0","63","23"
"5931","14986","338056","88","0","68","15"
"5932","14986","339379","83","0","70","28"
"5933","14986","340831","99","0","79","83"
"5934","14986","341040","86","0","53","15"
"5935","14986","501550","88","0","72","37"
"5936","14986","341509","89","0","42","32"
"5937","14986","501879","89","0","83","34"
"5938","14986","350795","89","0","85","15"
"5939","14986","501955","88","0","55","33"
"5940","14986","351271","88","0","69","49"
"5941","14986","502441","87","0","92","21"
"5942","14986","351290","88","0","66","19"
"5943","14986","502604","89","0","55","20"
"5944","14986","352364","69","0","95","17"
"5945","14986","502694","86","0","73","27"
"5946","14986","353093","85","0","97","52"
"5947","14986","502713","102","0","65","27"
"5948","14986","354895","89","0","65","24"
"5949","14986","502717","96","0","60","77"
"5950","14986","357928","89","0","47","23"
"5951","14986","503390","94","0","41","31"
"5952","14986","503491","87","0","70","24"
"5953","14986","360188","87","0","90","35"
"5954","14986","503509","89","0","85","36"
"5955","14986","360489","88","0","79","16"
"5956","14986","503878","88","0","74","28"
"5957","14986","544639","78","0","40","22"
"5958","14986","360877","86","0","84","34"
"5959","14986","504021","93","0","56","10"
"5960","14986","544642","88","0","62","36"
"5961","14986","361603","89","0","72","31"
"5962","14986","504028","88","0","83","35"
"5963","14986","544741","89","0","71","17"
"5964","14986","362760","89","0","56","50"
"5965","14986","504102","89","0","51","45"
"5966","14986","544848","89","0","88","20"
"5967","14986","363401","99","0","20","16"
"5968","14986","544859","88","0","66","41"
"5969","14986","504936","87","0","77","30"
"5970","14986","363416","89","0","70","19"
"5971","14986","544881","89","0","74","40"
"5972","14986","505376","86","0","81","34"
"5973","14986","544890","94","0","50","17"
"5974","14986","505606","88","0","80","28"
"5975","14986","363660","88","0","85","40"
"5976","14986","544978","88","0","50","11"
"5977","14986","505959","96","0","59","30"
"5978","14986","365452","91","0","71","41"
"5979","14986","544989","86","0","62","51"
"5980","14986","505961","102","0","80","25"
"5981","14986","365707","88","0","80","47"
"5982","14986","545191","87","0","73","30"
"5983","14986","506233","87","0","72","14"
"5984","14986","367304","89","0","52","18"
"5985","14986","545223","91","0","59","60"
"5986","14986","506360","88","0","66","15"
"5987","14986","367609","88","0","86","35"
"5988","14986","545392","87","0","82","29"
"5989","14986","506650","103","0","64","18"
"5990","14986","370302","89","0","40","31"
"5991","14986","545480","90","0","30","31"
"5992","14986","506753","88","0","93","44"
"5993","14986","370720","89","0","56","12"
"5994","14986","545658","87","0","78","25"
"5995","14986","507359","89","0","70","18"
"5996","14986","371679","83","0","80","69"
"5997","14986","545697","88","0","63","17"
"5998","14986","374102","89","0","62","28"
"5999","14986","507817","89","0","54","10"
"6000","14986","545702","84","0","54","14"
"6001","14986","374234","89","0","90","49"
"6002","14986","508452","89","0","48","34"
"6003","14986","545725","85","0","75","21"
"6004","14986","376617","107","0","76","31"
"6005","14986","508537","87","0","84","16"
"6006","14986","545803","96","0","0","37"
"6007","14986","377759","102","0","83","40"
"6008","14986","508662","88","0","86","32"
"6009","14986","377846","89","0","63","26"
"6010","14986","509226","86","0","77","21"
"6011","14986","377905","103","0","58","22"
"6012","14986","509768","85","0","91","16"
"6013","14986","509797","103","0","27","31"
"6014","14986","378462","88","0","71","31"
"6015","14986","509926","89","0","77","26"
"6016","14986","378543","89","0","60","33"
"6017","14986","510492","89","0","58","15"
"6018","14986","384909","88","0","58","24"
"6019","14986","510556","88","0","95","50"
"6020","14986","386348","96","0","87","29"
"6021","14986","388205","87","0","49","16"
"6022","14986","388360","89","0","63","15"
"6023","14986","388410","90","0","70","27"
"6024","14985","554083","46","0","63","23"
"6025","14986","389369","89","0","87","21"
"6026","14985","554206","68","0","55","21"
"6027","14986","390220","89","0","66","17"
"6028","14986","546052","89","0","92","33"
"6029","14985","554226","45","0","83","37"
"6030","14986","390442","117","0","86","27"
"6031","14986","546157","107","0","49","19"
"6032","14986","390461","89","0","56","23"
"6033","14985","554294","46","0","69","20"
"6034","14986","392213","88","0","70","20"
"6035","14985","554336","46","0","89","23"
"6036","14986","392428","88","0","89","44"
"6037","14985","554344","47","0","77","27"
"6038","14986","397118","86","0","73","18"
"6039","14985","554352","46","0","79","22"
"6040","14986","398084","89","0","94","38"
"6041","14985","554374","47","0","80","13"
"6042","14986","400469","89","0","74","33"
"6043","14985","554512","47","0","65","17"
"6044","14986","400474","88","0","84","28"
"6045","14985","554545","52","0","65","21"
"6046","14986","400894","110","0","83","9"
"6047","14985","554551","46","0","72","25"
"6048","14986","401339","96","0","95","39"
"6049","14985","554608","47","0","89","22"
"6050","14986","401349","88","0","90","31"
"6051","14985","554795","47","0","80","25"
"6052","14986","403093","98","0","54","14"
"6053","14985","554818","47","0","61","2"
"6054","14986","404022","88","0","79","29"
"6055","14985","554894","46","0","72","28"
"6056","14986","404727","87","0","67","29"
"6057","14985","554898","47","0","51","32"
"6058","14986","405471","88","0","85","28"
"6059","14985","554930","47","0","52","32"
"6060","14986","405995","87","0","78","29"
"6061","14986","510756","88","0","80","19"
"6062","14985","554998","46","0","74","18"
"6063","14986","406311","87","0","40","16"
"6064","14986","510845","89","0","68","47"
"6065","14986","406974","89","0","88","60"
"6066","14985","555035","62","0","68","15"
"6067","14986","511050","75","0","79","23"
"6068","14986","408112","89","0","93","23"
"6069","14986","511067","88","0","80","31"
"6070","14985","555059","44","0","73","67"
"6071","14986","511306","83","0","86","42"
"6072","14986","409662","88","0","72","27"
"6073","14985","555086","46","0","67","20"
"6074","14986","511459","88","0","68","30"
"6075","14985","555102","47","0","68","5"
"6076","14986","410739","100","0","68","41"
"6077","14986","546322","89","0","78","28"
"6078","14986","412407","89","0","73","16"
"6079","14985","555157","54","0","61","8"
"6080","14986","546407","88","0","86","29"
"6081","14986","412654","88","0","80","18"
"6082","14985","555263","43","0","61","22"
"6083","14986","546428","87","0","77","23"
"6084","14986","413984","88","0","76","23"
"6085","14985","555309","47","0","82","32"
"6086","14986","546500","89","0","78","29"
"6087","14986","414958","92","0","88","22"
"6088","14985","555407","47","0","0","13"
"6089","14986","415716","94","0","75","44"
"6090","14985","555414","46","0","76","35"
"6091","14986","415760","188","0","70","28"
"6092","14986","511515","105","0","47","59"
"6093","14986","416007","88","0","80","56"
"6094","14986","511524","86","0","80","22"
"6095","14986","416654","89","0","79","62"
"6096","14986","511527","138","0",,"15"
"6097","14986","418325","88","0","76","21"
"6098","14986","511693","86","0","80","20"
"6099","14986","420604","89","0","79","12"
"6100","14986","512242","88","0","80","28"
"6101","14986","421205","88","0","41","21"
"6102","14986","512929","89","0","85","29"
"6103","14986","546533","89","0","47","36"
"6104","14986","512995","103","0","67","39"
"6105","14986","423871","88","0","78","41"
"6106","14986","546609","88","0","93","32"
"6107","14986","513093","88","0","72","45"
"6108","14986","425808","87","0","83","49"
"6109","14986","546632","88","0","84","37"
"6110","14986","513210","89","0","49","25"
"6111","14986","425817","90","0","66","30"
"6112","14986","513315","86","0","44","95"
"6113","14986","425820","88","0","69","35"
"6114","14986","513733","87","0","53","43"
"6115","14986","426650","90","0","82","25"
"6116","14986","513757","89","0","72","30"
"6117","14986","426838","89","0","85","11"
"6118","14986","513881","92","0","70","18"
"6119","14986","427536","88","0","74","39"
"6120","14985","555667","44","0","77","31"
"6121","14986","514140","95","0","55","45"
"6122","14986","427704","89","0","73","24"
"6123","14986","514981","89","0","68","26"
"6124","14986","427773","88","0","60","17"
"6125","14986","514987","92","0","70","21"
"6126","14986","429038","89","0","76","20"
"6127","14986","546685","88","0","83","25"
"6128","14986","515035","95","0","55","13"
"6129","14986","430357","89","0","35","26"
"6130","14986","546749","88","0","82","28"
"6131","14986","515105","88","0","65","67"
"6132","14986","431071","109","0","70","33"
"6133","14986","546811","97","0","52","12"
"6134","14986","515311","89","0","70","38"
"6135","14986","432232","88","0","41","13"
"6136","14986","546837","89","0","80","34"
"6137","14986","515474","98","0","78","19"
"6138","14986","432870","89","0","59","38"
"6139","14986","546843","89","0","61","36"
"6140","14986","515497","96","0","69","13"
"6141","14986","433531","87","0","76","44"
"6142","14986","546909","88","0","60","50"
"6143","14986","515959","88","0","55","14"
"6144","14986","433755","89","0","71","35"
"6145","14986","546921","91","0","95","43"
"6146","14986","516057","94","0","72","21"
"6147","14986","433939","101","0","65","72"
"6148","14986","546958","95","0","85","18"
"6149","14986","516432","116","0","67","48"
"6150","14986","434192","88","0","66","26"
"6151","14986","547192","89","0","62","20"
"6152","14986","434353","88","0","83","25"
"6153","14986","547259","89","0","83","46"
"6154","14986","434646","92","0","65","47"
"6155","14986","547390","88","0","57","7"
"6156","14986","435245","91","0","76","28"
"6157","14986","547403","89","0","71","43"
"6158","14986","437562","88","0","78","32"
"6159","14986","547427","86","0","79","28"
"6160","14986","437967","82","0","63","20"
"6161","14986","547466","103","0","46","28"
"6162","14986","438703","88","0","71","12"
"6163","14986","547620","88","0","47","21"
"6164","14986","439857","87","0","72","35"
"6165","14986","547689","75","0","87","30"
"6166","14986","440057","89","0","76","16"
"6167","14986","547690","88","0","93","33"
"6168","14986","440509","89","0","80","25"
"6169","14986","547697","85","0","89","15"
"6170","14985","555670","46","0","81","33"
"6171","14986","441181","88","0","53","15"
"6172","14986","547757","88","0","94","41"
"6173","14986","441255","95","0","94","39"
"6174","14985","555672","47","0","77","35"
"6175","14986","442012","88","0","69","40"
"6176","14986","442183","89","0","75","24"
"6177","14986","442456","93","0","46","12"
"6178","14986","442466","-1","1","79","0"
"6179","14986","443108","110","0","55","19"
"6180","14986","443288","88","0","79","22"
"6181","14986","444117","93","0","86","16"
"6182","14986","444408","88","0","79","35"
"6183","14986","547841","93","0","93","36"
"6184","14986","547873","86","0","54","22"
"6185","14986","547892","96","0","79","16"
"6186","14986","516475","89","0","86","7"
"6187","14986","547902","89","0","78","20"
"6188","14986","516495","88","0","58","26"
"6189","14986","547903","88","0","83","65"
"6190","14986","516529","67","0","85","16"
"6191","14986","548090","88","0","85","35"
"6192","14986","516841","89","0","73","25"
"6193","14986","548124","89","0","67","15"
"6194","14986","517043","88","0","85","14"
"6195","14986","548241","86","0","79","43"
"6196","14986","517474","87","0","62","21"
"6197","14986","548255","88","0","85","42"
"6198","14986","517617","96","0","76","31"
"6199","14986","548275","92","0","79","34"
"6200","14986","517778","88","0","81","19"
"6201","14986","548334","94","0","72","41"
"6202","14986","517890","86","0","80","29"
"6203","14986","548439","89","0","83","34"
"6204","14986","518189","89","0","63","42"
"6205","14986","548488","91","0","77","19"
"6206","14986","518876","88","0","66","20"
"6207","14986","548504","95","0","90","24"
"6208","14986","518879","86","0","60","31"
"6209","14986","548585","89","0","70","75"
"6210","14985","555673","46","0","70","52"
"6211","14986","518970","89","0","72","25"
"6212","14986","548617","96","0","72","46"
"6213","14985","555674","45","0","79","15"
"6214","14986","519012","88","0","77","13"
"6215","14986","548642","89","0","73","20"
"6216","14985","555675","45","0","80","32"
"6217","14986","519222","88","0","81","38"
"6218","14986","548744","89","0","73","19"
"6219","14986","519387","96","0","62","15"
"6220","14985","555695","42","0","61","33"
"6221","14986","548791","82","0","71","32"
"6222","14986","519602","85","0","68","17"
"6223","14985","555747","43","0","84","38"
"6224","14986","548834","87","0","87","32"
"6225","14986","519800","88","0","81","33"
"6226","14985","555837","46","0","15","26"
"6227","14986","548838","88","0","32","29"
"6228","14986","444926","91","0","63","17"
"6229","14985","555838","44","0","90","18"
"6230","14986","548839","89","0","83","37"
"6231","14986","445065","81","0","85","69"
"6232","14986","548843","89","0","81","32"
"6233","14985","555909","47","0","60","10"
"6234","14986","445125","86","0","64","18"
"6235","14986","548871","89","0","50","21"
"6236","14986","445889","89","0","52","20"
"6237","14986","548884","75","0","57","24"
"6238","14986","548885","74","0","85","24"
"6239","14986","446045","88","0","72","11"
"6240","14986","548921","86","0","62","18"
"6241","14986","446856","89","0","66","35"
"6242","14986","548935","88","0","78","41"
"6243","14986","447759","88","0","92","36"
"6244","14986","548954","89","0","86","6"
"6245","14986","447782","86","0","84","51"
"6246","14986","548981","89","0","60","16"
"6247","14986","549009","106","0","12","20"
"6248","14986","465599","88","0","81","13"
"6249","14986","549047","89","0","61","41"
"6250","14986","466037","89","0","76","19"
"6251","14986","549078","90","0","37","30"
"6252","14986","563874","88","0","95","47"
"6253","14986","466800","102","0","56","25"
"6254","14986","549158","89","0","69","28"
"6255","14986","466810","86","0","73","52"
"6256","14986","549196","89","0","95","36"
"6257","14986","563877","88","0","78","34"
"6258","14986","466959","89","0","55","13"
"6259","14986","563878","85","0","66","45"
"6260","14986","467035","88","0","74","29"
"6261","14986","563879","95","0","63","14"
"6262","14986","467292","89","0","78","26"
"6263","14986","565870","89","0","77","24"
"6264","14986","469683","89","0","47","12"
"6265","14986","1008675","88","0","51","36"
"6266","14986","470318","99","0","83","49"
"6267","14986","520836","103","0","72","19"
"6268","14986","1098728","89","0","64","24"
"6269","14986","470653","89","0","77","28"
"6270","14986","521096","87","0","85","58"
"6271","14986","1436591","75","0","100","28"
"6272","14986","521394","87","0","90","27"
"6273","14986","471525","86","0","61","33"
"6274","14986","549261","89","0","61","23"
"6275","14986","521430","88","0","83","56"
"6276","14986","1480800","87","0","80","20"
"6277","14986","472586","95","0","72","17"
"6278","14986","549391","88","0","69","20"
"6279","14986","521764","88","0","79","36"
"6280","14986","473328","89","0","79","16"
"6281","14986","1493476","96","0","71","34"
"6282","14986","549568","98","0","60","35"
"6283","14986","521903","85","0","63","28"
"6284","14986","475095","95","0","92","30"
"6285","14986","1521540","85","0","83","25"
"6286","14986","522090","89","0","62","13"
"6287","14986","475460","87","0","58","9"
"6288","14986","1574398","89","0","87","44"
"6289","14986","522249","96","0","75","24"
"6290","14986","475688","105","0","65","47"
"6291","14986","1659662","88","0","75","18"
"6292","14986","522373","88","0","78","29"
"6293","14986","523012","83","0","82","30"
"6294","14986","1678401","96","0","62","69"
"6295","14986","523596","89","0","79","18"
"6296","14986","1721462","92","0","58","29"
"6297","14986","523630","96","0","77","113"
"6298","14986","1728437","89","0","79","17"
"6299","14986","523672","89","0","42","14"
"6300","14986","1730702","92","0","55","22"
"6301","14986","523966","89","0","87","32"
"6302","14986","1747892","88","0","74","73"
"6303","14986","524452","88","0","81","25"
"6304","14986","1753965","89","0","85","30"
"6305","14986","525501","96","0","81","59"
"6306","14986","1770733","88","0","73","46"
"6307","14986","525520","89","0","75","50"
"6308","14986","1776925","89","0","65","13"
"6309","14986","525683","92","0","78","29"
"6310","14986","1789199","90","0","66","36"
"6311","14986","525942","89","0","91","38"
"6312","14986","1797614","88","0","88","36"
"6313","14986","526200","89","0","85","26"
"6314","14986","1847146","89","0","70","28"
"6315","14986","526370","99","0","63","31"
"6316","14986","1858523","88","0","53","18"
"6317","14986","527020","88","0","55","17"
"6318","14986","1903527","81","0","90","70"
"6319","14986","527164","88","0","83","53"
"6320","14986","1912438","89","0","94","26"
"6321","14986","527227","88","0","63","33"
"6322","14986","1923618","95","0","97","37"
"6323","14986","527886","89","0","95","30"
"6324","14986","1930367","89","0","80","26"
"6325","14986","527980","87","0","90","24"
"6326","14986","1937864","89","0","53","4"
"6327","14986","528161","90","0","71","22"
"6328","14986","1971393","85","0","76","23"
"6329","14986","528220","100","0","54","16"
"6330","14986","1997796","89","0","90","30"
"6331","14986","528250","87","0","69","30"
"6332","14986","2023366","89","0","92","33"
"6333","14986","528261","87","0","91","30"
"6334","14986","2092834","89","0","73","39"
"6335","14986","528353","89","0","77","31"
"6336","14986","476037","135","0","73","77"
"6337","14986","549651","89","0","76","20"
"6338","14986","528649","88","0","40","29"
"6339","14986","2097916","82","0","98","47"
"6340","14986","549732","85","0","83","20"
"6341","14986","528698","72","0","77","36"
"6342","14986","476201","88","0","87","23"
"6343","14986","2132811","89","0","80","37"
"6344","14986","549754","89","0","81","30"
"6345","14986","528904","88","0","86","26"
"6346","14986","476297","89","0","66","29"
"6347","14986","549862","88","0","78","14"
"6348","14986","2173572","88","0","69","29"
"6349","14986","529065","89","0","75","40"
"6350","14986","549873","88","0","40","35"
"6351","14986","476369","88","0","93","24"
"6352","14986","2205383","89","0","10","61"
"6353","14986","529174","89","0","55","25"
"6354","14986","549907","88","0","56","14"
"6355","14986","476596","88","0","64","33"
"6356","14986","2210318","89","0","86","7"
"6357","14986","529212","102","0","76","29"
"6358","14986","550077","89","0","71","24"
"6359","14986","529446","88","0","71","38"
"6360","14986","2231614","88","0","83","44"
"6361","14986","550098","89","0","45","56"
"6362","14986","529452","104","0","77","33"
"6363","14986","550163","89","0","55","16"
"6364","14986","2236738","89","0","100","48"
"6365","14986","529502","101","0","56","44"
"6366","14986","550209","89","0","93","23"
"6367","14986","2243551","104","0","18","4"
"6368","14986","530065","87","0","59","7"
"6369","14986","550342","94","0","75","12"
"6370","14986","2244724","89","0","61","16"
"6371","14986","530226","122","0","43","31"
"6372","14986","550354","86","0","85","26"
"6373","14986","530493","96","0","66","14"
"6374","14986","550381","89","0","65","25"
"6375","14986","2249372","89","0","74","68"
"6376","14986","550400","89","0","57","46"
"6377","14986","2254619","88","0","73","25"
"6378","14986","550403","88","0","89","27"
"6379","14986","2269480","88","0","91","22"
"6380","14986","550520","88","0","93","28"
"6381","14986","2288607","82","0","70","35"
"6382","14986","550549","85","0","75","17"
"6383","14986","530669","89","0","45","18"
"6384","14986","2290090","89","0","77","22"
"6385","14986","550597","103","0","54","29"
"6386","14986","530987","93","0","59","20"
"6387","14987","390442","157","0","88","31"
"6388","14986","2291598","88","0","77","38"
"6389","14986","550613","89","0","83","45"
"6390","14986","531427","97","0","68","7"
"6391","14986","2293443","85","0","80","52"
"6392","14987","392213","124","0","14","21"
"6393","14986","550668","87","0","69","28"
"6394","14986","531573","88","0","42","12"
"6395","14986","2296749","103","0","73","17"
"6396","14986","550707","86","0","95","44"
"6397","14987","392428","124","0","89","50"
"6398","14986","532140","68","0","72","15"
"6399","14986","2300911","95","0","61","21"
"6400","14986","550708","88","0","83","27"
"6401","14986","532500","41","0","0","29"
"6402","14987","397118","121","0","85","23"
"6403","14986","550867","88","0","60","10"
"6404","14986","2302925","88","0","65","38"
"6405","14987","398084","124","0","83","51"
"6406","14986","550898","87","0","56","10"
"6407","14986","2308528","89","0","77","31"
"6408","14987","400049","125","0","60","67"
"6409","14986","550921","85","0","88","27"
"6410","14987","400469","123","0","86","39"
"6411","14986","2322342","88","0","75","36"
"6412","14986","550923","89","0","78","19"
"6413","14987","400474","122","0","90","30"
"6414","14986","550963","90","0","79","16"
"6415","14986","2327072","83","0","64","8"
"6416","14986","551032","87","0","62","31"
"6417","14987","400894","131","0","14","9"
"6418","14986","2336550","91","0","68","25"
"6419","14986","551053","87","0","71","34"
"6420","14987","401339","124","0","93","43"
"6421","14986","2376628","97","0","68","18"
"6422","14986","551080","89","0","62","26"
"6423","14987","401349","123","0","90","33"
"6424","14986","2377567","88","0","82","49"
"6425","14987","403093","136","0","58","16"
"6426","14986","2380539","89","0","76","71"
"6427","14987","404022","123","0","82","31"
"6428","14986","2384819","89","0","91","13"
"6429","14987","404727","129","0","73","33"
"6430","14986","2439201","89","0","77","17"
"6431","14986","551129","88","0","85","17"
"6432","14987","405471","123","0","83","30"
"6433","14986","2442685","89","0","70","3"
"6434","14986","551274","88","0","70","0"
"6435","14987","405995","123","0","80","32"
"6436","14986","2444088","89","0","80","36"
"6437","14986","551282","89","0","73","29"
"6438","14987","406311","119","0","63","18"
"6439","14986","2446144","86","0","77","22"
"6440","14986","532512","89","0","68","44"
"6441","14987","406974","123","0","84","70"
"6442","14986","2458984","97","0","81","20"
"6443","14986","532665","89","0","78","15"
"6444","14987","408112","133","0","87","23"
"6445","14986","532886","87","0","83","21"
"6446","14986","2464963","88","0","71","34"
"6447","14987","409662","121","0","67","28"
"6448","14986","532950","92","0","73","56"
"6449","14986","2470672","91","0","81","41"
"6450","14987","410739","122","0","58","51"
"6451","14986","2474493","88","0","72","26"
"6452","14987","412407","124","0","81","17"
"6453","14986","2475780","88","0","72","14"
"6454","14987","413984","124","0","64","24"
"6455","14986","2476649","82","0","84","26"
"6456","14987","414958","124","0","78","23"
"6457","14986","2481224","88","0","70","72"
"6458","14987","415716","123","0","75","47"
"6459","14986","2481765","87","0","75","21"
"6460","14987","415760","139","0","87","24"
"6461","14986","2483179","89","0","70","34"
"6462","14986","551480","88","0","62","19"
"6463","14987","416654","127","0","55","80"
"6464","14986","2483568","102","0","64","52"
"6465","14986","551487","89","0","73","35"
"6466","14987","418325","117","0","71","25"
"6467","14986","2487541","88","0","87","29"
"6468","14986","551576","88","0","86","25"
"6469","14987","420604","131","0","73","14"
"6470","14986","551702","96","0","40","25"
"6471","14986","2498299","86","0","90","21"
"6472","14987","422070","124","0","40","24"
"6473","14986","551706","88","0","82","26"
"6474","14986","2512392","89","0","71","56"
"6475","14987","423871","123","0","82","43"
"6476","14986","551714","87","0","70","28"
"6477","14986","2517864","88","0","81","19"
"6478","14987","425808","122","0","85","54"
"6479","14987","425817","124","0","57","32"
"6480","14987","425820","123","0","71","43"
"6481","14987","426650","124","0","85","25"
"6482","14987","426838","122","0","84","14"
"6483","14986","551715","87","0","80","42"
"6484","14987","427536","124","0","70","48"
"6485","14986","551716","88","0","80","34"
"6486","14987","427704","124","0","78","29"
"6487","14987","427773","124","0","61","24"
"6488","14986","551770","88","0","69","24"
"6489","14986","533324","86","0","63","22"
"6490","14987","430357","124","0","42","28"
"6491","14986","551886","100","0","85","70"
"6492","14986","533347","83","0","61","29"
"6493","14987","432232","122","0","55","18"
"6494","14986","551895","88","0","84","24"
"6495","14986","533365","87","0","45","24"
"6496","14987","432870","140","0","78","43"
"6497","14986","551938","88","0","90","17"
"6498","14986","533545","87","0","65","22"
"6499","14987","433531","124","0","78","51"
"6500","14986","551954","89","0","40","52"
"6501","14986","533697","89","0","50","28"
"6502","14987","433755","131","0","70","36"
"6503","14986","552007","86","0","85","25"
"6504","14986","533722","89","0","87","26"
"6505","14987","434192","144","0","83","28"
"6506","14986","552017","82","0","80","42"
"6507","14986","533839","86","0","80","18"
"6508","14987","434353","123","0","48","27"
"6509","14986","552039","89","0","81","24"
"6510","14986","534051","89","0","76","23"
"6511","14987","434646","124","0","70","62"
"6512","14986","552110","89","0","71","44"
"6513","14986","534086","88","0","83","31"
"6514","14987","437562","123","0","83","33"
"6515","14986","552135","89","0","30","37"
"6516","14987","437967","123","0","77","22"
"6517","14986","534343","85","0","93","19"
"6518","14986","552222","89","0","73","16"
"6519","14987","438703","123","0","77","14"
"6520","14986","534360","103","0","63","19"
"6521","14986","552273","88","0","83","24"
"6522","14987","439857","128","0","73","45"
"6523","14986","534373","87","0","81","18"
"6524","14986","552535","92","0","78","20"
