"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"BBB","2013B","1912438","F","South West Region","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2013B","1923618","F","South East Region","HE Qualification","50-60%","35-55","0","60","N","Distinction"
"BBB","2013B","1930367","F","East Midlands Region","A Level or Equivalent","90-100%","35-55","0","90","N","Distinction"
"BBB","2013B","1937864","F","Scotland","A Level or Equivalent","50-60%","35-55","1","120","N","Pass"
"BBB","2013B","1971393","F","West Midlands Region","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2013B","1993672","F","West Midlands Region","Lower Than A Level","0-10%","35-55","3","60","Y","Withdrawn"
"BBB","2013B","1997796","F","North Region","A Level or Equivalent",,"35-55","0","60","N","Distinction"
"BBB","2013B","2019837","F","North Western Region","A Level or Equivalent","20-30%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2023366","F","South East Region","Lower Than A Level","60-70%","35-55","0","120","N","Pass"
"BBB","2013B","2034350","M","Yorkshire Region","A Level or Equivalent","70-80%","35-55","0","150","N","Withdrawn"
"BBB","2013B","2035022","F","London Region","Lower Than A Level","10-20","35-55","3","120","Y","Pass"
"BBB","2013B","2092834","F","South Region","A Level or Equivalent","60-70%","0-35","0","90","N","Pass"
"BBB","2013B","2097916","F","Yorkshire Region","A Level or Equivalent","20-30%","35-55","0","60","N","Distinction"
"BBB","2013B","2132811","F","West Midlands Region","Lower Than A Level","10-20","0-35","0","60","Y","Pass"
"BBB","2013B","2173572","F","North Western Region","Lower Than A Level","20-30%","0-35","0","90","N","Pass"
"BBB","2013B","2205383","F","North Western Region","A Level or Equivalent","40-50%","35-55","0","90","N","Fail"
"BBB","2013B","2210318","M","Wales","A Level or Equivalent","50-60%","35-55","0","60","N","Distinction"
"BBB","2013B","2231614","F","South Region","A Level or Equivalent","90-100%","35-55","0","120","Y","Distinction"
"BBB","2013B","2236738","M","Scotland","HE Qualification","30-40%","35-55","0","120","N","Distinction"
"BBB","2013B","2243551","F","East Anglian Region","Lower Than A Level","60-70%","0-35","1","120","N","Fail"
"BBB","2013B","2244724","F","East Anglian Region","A Level or Equivalent","70-80%","35-55","0","60","N","Fail"
"BBB","2013B","2249372","F","South Region","A Level or Equivalent","50-60%","35-55","0","120","N","Pass"
"BBB","2013B","2254619","F","East Anglian Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013B","2269480","F","East Anglian Region","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"BBB","2013B","2273828","F","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Withdrawn"
"BBB","2013B","2279538","F","South West Region","A Level or Equivalent","50-60%","35-55","2","60","N","Fail"
"BBB","2013B","2280038","M","Yorkshire Region","Lower Than A Level","50-60%","0-35","2","60","N","Fail"
"BBB","2013B","2288607","F","South East Region","Lower Than A Level","50-60%","35-55","2","120","N","Distinction"
"BBB","2013B","2290090","F","South East Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2013B","2291598","F","South Region","A Level or Equivalent","80-90%","35-55","0","90","Y","Pass"
"BBB","2013B","2293443","F","South East Region","Lower Than A Level","30-40%","35-55","1","120","Y","Distinction"
"BBB","2013B","2296749","F","West Midlands Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"BBB","2013B","2300911","F","South West Region","Lower Than A Level","70-80%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2301111","F","Scotland","HE Qualification","10-20","0-35","1","60","N","Withdrawn"
"BBB","2013B","2302925","F","East Anglian Region","A Level or Equivalent","70-80%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2308528","M","Scotland","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013B","2322046","F","South Region","HE Qualification","90-100%","35-55","1","60","Y","Withdrawn"
"BBB","2013B","2322342","F","South West Region","HE Qualification","30-40%","35-55","0","120","N","Distinction"
"BBB","2013B","2327072","F","Wales","HE Qualification","50-60%","0-35","0","120","N","Pass"
"BBB","2013B","2336550","F","West Midlands Region","HE Qualification","0-10%","35-55","0","120","N","Pass"
"BBB","2013B","2366070","F","South East Region","HE Qualification","30-40%","0-35","0","240","N","Withdrawn"
"BBB","2013B","2375144","F","East Anglian Region","Lower Than A Level","40-50%","0-35","0","90","N","Withdrawn"
"BBB","2013B","2376628","F","West Midlands Region","A Level or Equivalent","30-40%","35-55","0","120","N","Pass"
"BBB","2013B","2377567","F","South West Region","HE Qualification","50-60%","35-55","0","60","N","Distinction"
"BBB","2013B","2380539","F","East Midlands Region","No Formal quals","0-10%","0-35","0","60","N","Pass"
"BBB","2013B","2384819","F","Scotland","HE Qualification","0-10%","35-55","0","120","N","Distinction"
"BBB","2013B","2395222","F","Wales","HE Qualification","0-10%","35-55","0","60","N","Fail"
"BBB","2013B","2418877","F","Ireland","Lower Than A Level","0-10%","0-35","1","60","Y","Withdrawn"
"BBB","2013B","2425726","F","East Anglian Region","Lower Than A Level","20-30%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2439201","F","North Region","Lower Than A Level","20-30%","0-35","0","60","N","Pass"
"BBB","2013B","2442685","M","East Anglian Region","Lower Than A Level","40-50%","0-35","1","120","N","Pass"
"BBB","2013B","2444088","F","South West Region","Lower Than A Level","80-90%","35-55","0","60","N","Distinction"
"BBB","2013B","2444703","F","West Midlands Region","Lower Than A Level","0-10%","0-35","2","120","N","Fail"
"BBB","2013B","2445088","M","London Region","Lower Than A Level","40-50%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2445949","M","East Anglian Region","Lower Than A Level","0-10%","35-55","2","60","N","Fail"
"BBB","2013B","2446144","F","South West Region","A Level or Equivalent","60-70%","35-55","0","60","N","Pass"
"BBB","2013B","2458984","F","East Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","Y","Pass"
"BBB","2013B","2464963","F","Yorkshire Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013B","2466123","F","North Western Region","Lower Than A Level","30-40%","0-35","0","60","Y","Withdrawn"
"BBB","2013B","2470672","F","West Midlands Region","A Level or Equivalent","30-40%","35-55","1","60","N","Fail"
"BBB","2013B","2474493","F","South East Region","A Level or Equivalent","50-60%","0-35","0","120","N","Pass"
"BBB","2013B","2475780","F","Scotland","Lower Than A Level","90-100%","35-55","4","120","N","Pass"
"BBB","2013B","2476649","F","South East Region","Lower Than A Level","80-90%","0-35","1","60","N","Pass"
"BBB","2013B","2481224","M","London Region","Lower Than A Level","10-20","35-55","0","120","Y","Pass"
"BBB","2013B","2481765","F","South East Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"BBB","2013B","2483179","F","Wales","Lower Than A Level","40-50%","0-35","0","60","N","Distinction"
"BBB","2013B","2483568","F","South East Region","A Level or Equivalent","50-60%","35-55","0","120","N","Pass"
"BBB","2013B","2487541","F","London Region","HE Qualification","50-60%","35-55","0","60","N","Distinction"
"BBB","2013B","2498299","F","Wales","A Level or Equivalent","30-40%","0-35","1","120","N","Distinction"
"BBB","2013B","2512392","F","Wales","Lower Than A Level","90-100%","35-55","0","120","N","Withdrawn"
"BBB","2013B","2517864","F","South West Region","HE Qualification","30-40%","35-55","0","210","N","Pass"
"BBB","2013B","2518653","F","Wales","A Level or Equivalent","40-50%","0-35","0","120","N","Distinction"
"BBB","2013B","2521745","F","Yorkshire Region","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013B","2522093","F","Scotland","HE Qualification","70-80%","0-35","0","120","N","Distinction"
"BBB","2013B","2524127","F","East Anglian Region","Lower Than A Level","10-20","0-35","2","120","N","Pass"
"BBB","2013B","2528352","F","West Midlands Region","Lower Than A Level","10-20","0-35","1","60","N","Withdrawn"
"BBB","2013B","2528966","F","North Western Region","A Level or Equivalent","10-20","35-55","1","120","Y","Pass"
"BBB","2013B","2531031","F","East Anglian Region","Lower Than A Level","10-20","35-55","0","120","N","Pass"
"BBB","2013B","2535788","F","Yorkshire Region","A Level or Equivalent","10-20","35-55","2","60","N","Fail"
"BBB","2013B","2540362","F","North Western Region","HE Qualification","50-60%","35-55","0","120","N","Fail"
"BBB","2013B","2541120","F","South Region","A Level or Equivalent","30-40%","35-55","0","60","N","Distinction"
"BBB","2013B","2553749","F","North Western Region","No Formal quals","0-10%","35-55","1","60","N","Withdrawn"
"BBB","2013B","2560219","F","East Anglian Region","Lower Than A Level","40-50%","35-55","0","90","N","Fail"
"BBB","2013B","2569163","F","Yorkshire Region","HE Qualification","40-50%","35-55","0","120","N","Distinction"
"BBB","2013B","2571447","F","Ireland","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2013B","2572118","F","London Region","Lower Than A Level","0-10%","0-35","0","150","N","Fail"
"BBB","2013B","2575914","F","North Region","Lower Than A Level","0-10%","0-35","3","60","Y","Withdrawn"
"BBB","2013B","2578567","F","East Midlands Region","Lower Than A Level","10-20","0-35","0","60","N","Fail"
"BBB","2013B","2579459","F","South West Region","Lower Than A Level","20-30%","35-55","0","60","N","Distinction"
"BBB","2013B","2580439","F","Wales","HE Qualification","10-20","35-55","0","120","N","Pass"
"BBB","2013B","2581528","F","South East Region","Lower Than A Level","40-50%","0-35","0","120","N","Pass"
"BBB","2013B","2591421","F","London Region","A Level or Equivalent","10-20","35-55","0","90","N","Withdrawn"
"BBB","2013B","2602809","F","North Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"BBB","2013B","2608235","F","East Anglian Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013B","2608453","F","Scotland","Lower Than A Level","30-40%","35-55","5","120","N","Fail"
"BBB","2013B","2612483","F","South Region","A Level or Equivalent","90-100%","0-35","0","60","N","Distinction"
"BBB","2013B","2616787","F","East Midlands Region","A Level or Equivalent","20-30%","35-55","0","90","Y","Pass"
"BBB","2013B","2617596","F","East Midlands Region","HE Qualification","80-90%","35-55","0","120","N","Distinction"
"BBB","2013B","2617999","F","North Western Region","Lower Than A Level","10-20","35-55","0","180","N","Pass"
"BBB","2013B","2620178","M","South Region","Lower Than A Level","20-30%","0-35","0","60","N","Distinction"
"BBB","2013B","2622465","M","London Region","Lower Than A Level","20-30%","35-55","0","60","N","Pass"
"BBB","2013B","2626410","F","Wales","A Level or Equivalent","40-50%","35-55","0","60","N","Withdrawn"
"BBB","2013B","2635505","F","South Region","Lower Than A Level","20-30%","35-55","1","120","N","Pass"
"BBB","2013B","2635829","F","Scotland","HE Qualification","90-100%","35-55","0","60","N","Distinction"
"BBB","2013B","2639611","F","Wales","A Level or Equivalent","90-100%","35-55","0","120","N","Pass"
"BBB","2013B","2641393","F","East Midlands Region","HE Qualification","40-50%","35-55","0","120","N","Pass"
"BBB","2013B","2642029","F","South Region","HE Qualification","70-80%","35-55","0","120","N","Distinction"
"BBB","2013B","2645061","F","South East Region","Lower Than A Level","80-90%","0-35","1","180","N","Pass"
"BBB","2013B","2649947","F","London Region","A Level or Equivalent","20-30%","0-35","1","120","N","Pass"
"BBB","2013B","2654302","M","West Midlands Region","A Level or Equivalent","70-80%","35-55","1","120","N","Pass"
"BBB","2013B","2664301","F","South West Region","A Level or Equivalent","40-50%","35-55","0","120","N","Fail"
"BBB","2013B","2680770","F","West Midlands Region","No Formal quals","10-20","0-35","0","60","N","Withdrawn"
"BBB","2013B","2685831","F","Wales","No Formal quals","30-40%","0-35","0","60","N","Pass"
"BBB","2013B","2692384","M","Scotland","Lower Than A Level","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","23798","M","Wales","A Level or Equivalent","50-60%","0-35","0","60","N","Distinction"
"BBB","2013J","27759","M","North Western Region","Lower Than A Level","40-50%","35-55","0","120","Y","Fail"
"BBB","2013J","30091","F","South West Region","A Level or Equivalent","10-20","0-35","0","60","Y","Pass"
"BBB","2013J","31014","F","West Midlands Region","Lower Than A Level","80-90%","35-55","0","120","N","Withdrawn"
"BBB","2013J","31849","F","South West Region","Lower Than A Level","60-70%","35-55","0","120","N","Pass"
"BBB","2013J","37622","F","Scotland","HE Qualification","80-90%","0-35","1","120","N","Pass"
"BBB","2013J","38234","F","East Midlands Region","A Level or Equivalent","60-70%","0-35","0","60","N","Fail"
"BBB","2013J","47855","F","Scotland","Lower Than A Level","10-20","35-55","3","300","N","Withdrawn"
"BBB","2013J","48040","F","East Midlands Region","A Level or Equivalent","20-30%","35-55","0","120","N","Pass"
"BBB","2013J","48503","F","West Midlands Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","51301","F","Wales","Lower Than A Level","30-40%","0-35","2","60","Y","Withdrawn"
"BBB","2013J","52797","F","South West Region","Lower Than A Level","30-40%","35-55","1","60","N","Pass"
"BBB","2013J","52899","F","East Midlands Region","Lower Than A Level","50-60%","35-55","1","90","N","Pass"
"BBB","2013J","55026","F","London Region","A Level or Equivalent","20-30%","35-55","0","60","Y","Pass"
"BBB","2013J","56789","F","South East Region","A Level or Equivalent","60-70%","35-55","1","60","N","Pass"
"BBB","2013J","57079","F","London Region","Lower Than A Level","30-40%","35-55","0","60","N","Fail"
"BBB","2013J","63044","F","London Region","Lower Than A Level","20-30%","0-35","1","120","N","Fail"
"BBB","2013J","68556","F","South East Region","HE Qualification","70-80%","0-35","0","60","N","Fail"
"BBB","2013J","73489","F","South Region","HE Qualification","80-90%","0-35","0","120","N","Pass"
"BBB","2013J","74585","F","Wales","A Level or Equivalent","60-70%","35-55","0","60","N","Distinction"
"BBB","2013J","78255","F","North Region","Lower Than A Level","0-10%","0-35","1","120","N","Withdrawn"
"BBB","2013J","80717","F","South West Region","Lower Than A Level","60-70%","35-55","0","60","N","Distinction"
"BBB","2013J","84812","F","East Anglian Region","A Level or Equivalent","80-90%","0-35","0","120","N","Pass"
"BBB","2013J","86291","F","Wales","HE Qualification","50-60%","35-55","1","60","N","Fail"
"BBB","2013J","90243","F","Wales","HE Qualification","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","96475","M","South East Region","Lower Than A Level","60-70%","0-35","0","180","N","Pass"
"BBB","2013J","97567","F","Wales","HE Qualification","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","98268","F","Scotland","HE Qualification","70-80%","35-55","0","60","N","Pass"
"BBB","2013J","98720","F","London Region","Lower Than A Level","20-30%","35-55","0","60","Y","Pass"
"BBB","2013J","100282","F","Wales","Lower Than A Level","20-30%","0-35","1","120","N","Withdrawn"
"BBB","2013J","105527","F","Scotland","HE Qualification","40-50%","35-55","0","120","N","Pass"
"BBB","2013J","105851","F","West Midlands Region","A Level or Equivalent","20-30%","0-35","0","60","Y","Pass"
"BBB","2013J","105883","F","North Western Region","A Level or Equivalent","0-10%","35-55","0","60","N","Pass"
"BBB","2013J","106588","F","Scotland","A Level or Equivalent","60-70%","35-55","0","60","N","Distinction"
"BBB","2013J","108118","F","South Region","A Level or Equivalent","90-100%","35-55","0","60","N","Pass"
"BBB","2013J","108760","F","London Region","Lower Than A Level","30-40%","35-55","3","60","N","Fail"
"BBB","2013J","109372","F","South West Region","Lower Than A Level",,"0-35","0","60","N","Pass"
"BBB","2013J","109782","F","Scotland","A Level or Equivalent","50-60%","0-35","0","60","N","Withdrawn"
"BBB","2013J","111942","F","South West Region","A Level or Equivalent","70-80%","35-55","0","120","N","Pass"
"BBB","2013J","119898","F","West Midlands Region","Lower Than A Level","30-40%","0-35","2","60","N","Pass"
"BBB","2013J","123716","M","North Region","Lower Than A Level","10-20","0-35","0","90","N","Pass"
"BBB","2013J","124909","M","Yorkshire Region","Lower Than A Level","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","128386","M","South Region","Lower Than A Level","30-40%","35-55","0","60","N","Fail"
"BBB","2013J","128889","F","South Region","A Level or Equivalent","90-100%","35-55","1","120","N","Pass"
"BBB","2013J","131051","F","Scotland","Lower Than A Level","60-70%","0-35","3","60","N","Pass"
"BBB","2013J","132626","F","South Region","A Level or Equivalent","20-30%","0-35","0","60","N","Withdrawn"
"BBB","2013J","134563","F","Scotland","Lower Than A Level","20-30%","0-35","2","60","N","Pass"
"BBB","2013J","138289","F","East Midlands Region","Lower Than A Level","40-50%","0-35","0","60","N","Fail"
"BBB","2013J","138920","F","Wales","Lower Than A Level","0-10%","0-35","1","60","N","Fail"
"BBB","2013J","139549","F","Scotland","Lower Than A Level","40-50%","0-35","1","60","Y","Pass"
"BBB","2013J","141949","F","East Anglian Region","Lower Than A Level","20-30%","0-35","1","60","N","Pass"
"BBB","2013J","146165","F","Wales","A Level or Equivalent","40-50%","35-55","0","60","N","Pass"
"BBB","2013J","146600","F","Ireland","Lower Than A Level","80-90%","0-35","0","120","N","Pass"
"BBB","2013J","151800","F","Wales","Lower Than A Level","20-30%","0-35","0","60","N","Fail"
"BBB","2013J","151917","F","West Midlands Region","A Level or Equivalent","10-20","0-35","3","60","N","Fail"
"BBB","2013J","153704","F","West Midlands Region","Lower Than A Level","0-10%","0-35","2","60","N","Fail"
"BBB","2013J","154011","F","South East Region","A Level or Equivalent","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","154570","F","Scotland","Lower Than A Level","50-60%","35-55","1","60","N","Withdrawn"
"BBB","2013J","156311","F","London Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","157060","F","East Midlands Region","Lower Than A Level","30-40%","0-35","0","60","N","Pass"
"BBB","2013J","157795","M","Yorkshire Region","Lower Than A Level","80-90%","35-55","1","60","N","Pass"
"BBB","2013J","161491","F","Scotland","A Level or Equivalent","30-40%","0-35","0","120","N","Distinction"
"BBB","2013J","165823","F","Yorkshire Region","Lower Than A Level","10-20","35-55","0","60","N","Withdrawn"
"BBB","2013J","169213","F","London Region","A Level or Equivalent","30-40%","0-35","1","60","N","Pass"
"BBB","2013J","174222","F","South West Region","Lower Than A Level","80-90%","0-35","0","60","N","Pass"
"BBB","2013J","174440","F","Wales","Lower Than A Level","70-80%","0-35","0","60","N","Fail"
"BBB","2013J","174487","F","South Region","Lower Than A Level","10-20","0-35","1","60","N","Pass"
"BBB","2013J","178738","F","East Anglian Region","HE Qualification","70-80%","0-35","1","60","N","Fail"
"BBB","2013J","178963","M","South West Region","A Level or Equivalent","70-80%","0-35","0","120","Y","Pass"
"BBB","2013J","179254","F","South East Region","Lower Than A Level","30-40%","0-35","1","60","N","Fail"
"BBB","2013J","182661","F","South Region","Lower Than A Level","40-50%","35-55","3","60","N","Pass"
"BBB","2013J","188026","F","Wales","HE Qualification","90-100%","0-35","1","120","N","Fail"
"BBB","2013J","189095","F","Scotland","Lower Than A Level","50-60%","0-35","1","60","N","Fail"
"BBB","2013J","191269","F","East Anglian Region","Lower Than A Level","30-40%","35-55","0","60","N","Pass"
"BBB","2013J","193215","F","South East Region","A Level or Equivalent","30-40%","0-35","0","120","N","Fail"
"BBB","2013J","195096","F","Wales","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013J","195938","F","West Midlands Region","A Level or Equivalent","40-50%","0-35","1","60","N","Distinction"
"BBB","2013J","197240","F","Yorkshire Region","A Level or Equivalent","30-40%","0-35","1","150","N","Pass"
"BBB","2013J","197412","F","North Western Region","A Level or Equivalent","10-20","0-35","0","60","N","Pass"
"BBB","2013J","197759","F","South East Region","A Level or Equivalent","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","198339","F","South Region","Lower Than A Level","30-40%","35-55","1","60","Y","Withdrawn"
"BBB","2013J","199029","F","South Region","No Formal quals","90-100%","0-35","0","60","N","Distinction"
"BBB","2013J","199663","M","London Region","Post Graduate Qualification","30-40%","35-55","0","60","N","Pass"
"BBB","2013J","202879","F","East Anglian Region","Lower Than A Level","30-40%","0-35","1","60","N","Fail"
"BBB","2013J","203640","M","Yorkshire Region","Lower Than A Level","70-80%","0-35","0","60","N","Pass"
"BBB","2013J","205788","F","East Anglian Region","Lower Than A Level","40-50%","35-55","0","120","Y","Pass"
"BBB","2013J","227416","M","South East Region","A Level or Equivalent","30-40%","0-35","0","60","N","Fail"
"BBB","2013J","230081","F","East Midlands Region","A Level or Equivalent","30-40%","0-35","0","120","N","Pass"
"BBB","2013J","231959","F","North Region","Lower Than A Level","20-30%","35-55","1","180","N","Withdrawn"
"BBB","2013J","233102","F","South East Region","Lower Than A Level","30-40%","0-35","0","240","N","Withdrawn"
"BBB","2013J","233317","F","Yorkshire Region","HE Qualification","60-70%","0-35","1","60","N","Pass"
"BBB","2013J","233752","F","North Western Region","Lower Than A Level","60-70%","35-55","0","60","N","Pass"
"BBB","2013J","233957","F","South Region","A Level or Equivalent","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","234929","F","Wales","HE Qualification","80-90%","0-35","1","60","N","Fail"
"BBB","2013J","235428","M","London Region","Lower Than A Level","20-30%","35-55","0","150","N","Withdrawn"
"BBB","2013J","240993","F","East Midlands Region","A Level or Equivalent","30-40%","35-55","0","60","Y","Pass"
"BBB","2013J","241338","F","South West Region","Lower Than A Level","60-70%","35-55","0","120","N","Fail"
"BBB","2013J","242149","F","North Western Region","Lower Than A Level","0-10%","0-35","1","120","N","Fail"
"BBB","2013J","242893","F","Yorkshire Region","No Formal quals","30-40%","0-35","1","60","N","Withdrawn"
"BBB","2013J","243851","F","East Midlands Region","A Level or Equivalent","0-10%","0-35","0","60","Y","Pass"
"BBB","2013J","243909","F","South West Region","Lower Than A Level","80-90%","0-35","0","60","N","Fail"
"BBB","2013J","243992","F","South Region","HE Qualification","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","245987","F","South Region","A Level or Equivalent","80-90%","35-55","1","60","Y","Pass"
"BBB","2013J","247902","F","West Midlands Region","Lower Than A Level","20-30%","0-35","2","120","N","Pass"
"BBB","2013J","248653","M","London Region","A Level or Equivalent","40-50%","0-35","0","120","N","Distinction"
"BBB","2013J","248716","F","North Region","HE Qualification","80-90%","35-55","0","60","N","Pass"
"BBB","2013J","248800","F","West Midlands Region","Lower Than A Level","0-10%","0-35","2","60","Y","Withdrawn"
"BBB","2013J","251815","F","Wales","Lower Than A Level","10-20","35-55","1","90","Y","Fail"
"BBB","2013J","252257","F","East Midlands Region","A Level or Equivalent","10-20","35-55","0","60","N","Pass"
"BBB","2013J","252652","F","London Region","A Level or Equivalent","50-60%","35-55","1","120","N","Withdrawn"
"BBB","2013J","253577","F","Scotland","HE Qualification","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","256998","F","East Midlands Region","Lower Than A Level","0-10%","0-35","1","60","N","Pass"
"BBB","2013J","258035","F","North Western Region","HE Qualification","80-90%","35-55","0","60","N","Distinction"
"BBB","2013J","260179","F","Scotland","Lower Than A Level","30-40%","0-35","1","60","N","Pass"
"BBB","2013J","261332","M","North Western Region","Lower Than A Level","50-60%","35-55","0","60","Y","Fail"
"BBB","2013J","261466","F","London Region","A Level or Equivalent","30-40%","35-55","0","60","N","Pass"
"BBB","2013J","262639","F","London Region","Lower Than A Level","10-20","0-35","0","60","N","Pass"
"BBB","2013J","264152","F","Wales","A Level or Equivalent","30-40%","0-35","1","120","N","Pass"
"BBB","2013J","264744","F","West Midlands Region","A Level or Equivalent","90-100%","0-35","0","120","N","Pass"
"BBB","2013J","265170","F","Wales","A Level or Equivalent","40-50%","0-35","0","60","N","Fail"
"BBB","2013J","266331","F","Scotland","A Level or Equivalent","90-100%","0-35","0","90","N","Distinction"
"BBB","2013J","266564","F","South Region","A Level or Equivalent","80-90%","35-55","0","120","N","Pass"
"BBB","2013J","266744","F","South West Region","A Level or Equivalent","30-40%","0-35","0","240","N","Withdrawn"
"BBB","2013J","268589","F","London Region","A Level or Equivalent","10-20","35-55","0","90","Y","Pass"
"BBB","2013J","269082","F","South East Region","HE Qualification","90-100%","0-35","2","60","N","Distinction"
"BBB","2013J","269204","F","South Region","Lower Than A Level","90-100%","35-55","0","60","N","Pass"
"BBB","2013J","270646","F","East Anglian Region","Lower Than A Level","90-100%","0-35","0","90","N","Pass"
"BBB","2013J","272172","F","North Western Region","A Level or Equivalent","0-10%","0-35","1","60","N","Fail"
"BBB","2013J","272617","F","East Midlands Region","Lower Than A Level","20-30%","0-35","2","60","Y","Withdrawn"
"BBB","2013J","274247","F","South Region","Lower Than A Level","0-10%","0-35","1","60","Y","Fail"
"BBB","2013J","274971","F","Ireland","Lower Than A Level","80-90%","35-55","0","75","N","Pass"
"BBB","2013J","276925","F","Wales","A Level or Equivalent","70-80%","35-55","0","60","N","Withdrawn"
"BBB","2013J","277537","M","North Western Region","Lower Than A Level","30-40%","35-55","0","60","N","Fail"
"BBB","2013J","277812","F","South East Region","HE Qualification","90-100%","35-55","0","60","N","Distinction"
"BBB","2013J","278272","M","East Anglian Region","HE Qualification","20-30%","35-55","1","120","N","Fail"
"BBB","2013J","278794","F","South West Region","A Level or Equivalent","20-30%","0-35","1","60","Y","Pass"
"BBB","2013J","280140","F","Scotland","Lower Than A Level","40-50%","0-35","2","60","Y","Fail"
"BBB","2013J","280151","F","London Region","A Level or Equivalent","10-20","0-35","0","210","Y","Fail"
"BBB","2013J","282038","F","North Western Region","Lower Than A Level","70-80%","0-35","0","120","N","Withdrawn"
"BBB","2013J","282785","F","Ireland","Lower Than A Level","50-60%","0-35","1","60","N","Withdrawn"
"BBB","2013J","284906","F","East Midlands Region","A Level or Equivalent","70-80%","0-35","2","60","N","Pass"
"BBB","2013J","285050","M","North Western Region","HE Qualification","0-10%","0-35","1","180","N","Fail"
"BBB","2013J","286402","F","Yorkshire Region","A Level or Equivalent","70-80%","35-55","0","60","N","Distinction"
"BBB","2013J","286690","F","Wales","Lower Than A Level","70-80%","0-35","2","60","N","Fail"
"BBB","2013J","287107","F","North Western Region","A Level or Equivalent","0-10%","35-55","0","60","N","Distinction"
"BBB","2013J","287309","F","South West Region","Lower Than A Level","40-50%","0-35","2","120","N","Pass"
"BBB","2013J","287679","F","Wales","A Level or Equivalent","60-70%","35-55","0","60","N","Pass"
"BBB","2013J","289753","F","West Midlands Region","A Level or Equivalent","20-30%","0-35","0","210","Y","Withdrawn"
"BBB","2013J","289965","F","Wales","A Level or Equivalent","0-10%","0-35","1","60","N","Fail"
"BBB","2013J","290089","M","London Region","Lower Than A Level","40-50%","0-35","0","120","N","Distinction"
"BBB","2013J","291544","F","South East Region","Lower Than A Level","80-90%","0-35","0","60","Y","Distinction"
"BBB","2013J","292537","F","South Region","Lower Than A Level","50-60%","0-35","0","60","N","Pass"
"BBB","2013J","293712","F","East Midlands Region","A Level or Equivalent","40-50%","0-35","0","60","N","Distinction"
"BBB","2013J","293754","M","North Region","Lower Than A Level",,"35-55","0","60","N","Distinction"
"BBB","2013J","293760","F","Ireland","Lower Than A Level","30-40%","0-35","1","120","N","Pass"
"BBB","2013J","301583","F","Yorkshire Region","A Level or Equivalent","0-10%","0-35","1","60","N","Fail"
"BBB","2013J","301987","F","South Region","A Level or Equivalent","20-30%","0-35","0","60","N","Pass"
"BBB","2013J","303331","F","East Anglian Region","Lower Than A Level","10-20","0-35","3","60","N","Withdrawn"
"BBB","2013J","303617","F","Wales","Lower Than A Level","0-10%","0-35","0","60","N","Fail"
"BBB","2013J","304069","F","South East Region","A Level or Equivalent","70-80%","35-55","0","90","N","Withdrawn"
"BBB","2013J","304795","F","East Midlands Region","Lower Than A Level","60-70%","0-35","3","120","N","Withdrawn"
"BBB","2013J","305173","M","Wales","Lower Than A Level","10-20","0-35","2","60","N","Fail"
"BBB","2013J","305935","F","South East Region","HE Qualification","80-90%","0-35","1","180","N","Fail"
"BBB","2013J","306964","F","Scotland","Lower Than A Level","20-30%","0-35","0","60","Y","Pass"
"BBB","2013J","307230","F","Wales","Lower Than A Level","60-70%","0-35","0","60","N","Withdrawn"
"BBB","2013J","308359","F","East Midlands Region","Lower Than A Level","80-90%","0-35","1","60","N","Withdrawn"
